n,h_100Hz,h_330Hz,h_1kHz,h_3_3kHz,h_10kHz
-4.460000000000000000e+02,3.919916309234936337e-04,-8.275608425024427815e-04,-4.918389948108548709e-06,8.811765078591239034e-04,-4.406889063320662070e-04
-4.450000000000000000e+02,3.873887828006962919e-04,-8.165302544168345951e-04,1.247572356355392638e-05,6.840515560758837722e-04,-2.673858080232993954e-04
-4.440000000000000000e+02,3.823701303339681595e-04,-8.011485730799914554e-04,6.513077091203841066e-05,2.225249955446368397e-04,1.311226762893480456e-04
-4.430000000000000000e+02,3.769367506744084550e-04,-7.814745957121004092e-04,1.475670035055398036e-04,-1.666380602724667451e-04,4.236089018046188957e-04
-4.420000000000000000e+02,3.710901324600070737e-04,-7.576031059497239598e-04,2.511407661888144993e-04,-2.291180572974004100e-04,3.644902645983027697e-04
-4.410000000000000000e+02,3.648321779847540978e-04,-7.296643559695083041e-04,3.648321779847581636e-04,1.766126672867695782e-18,-5.742982159515664285e-18
-4.400000000000000000e+02,3.581652049847324458e-04,-6.978232264861204161e-04,4.762652797684792383e-04,2.312083864992107009e-04,-3.678156447663018876e-04
-4.390000000000000000e+02,3.510919480363250520e-04,-6.622780693299242655e-04,5.728672505797695151e-04,1.696925438472138867e-04,-4.313736731333841883e-04
-4.380000000000000000e+02,3.436155595619885101e-04,-6.232592402211471500e-04,6.430594045429484807e-04,-2.286713268002723697e-04,-1.347443970835174169e-04
-4.370000000000000000e+02,3.357396104394141782e-04,-5.810273322256139005e-04,6.773687033232811492e-04,-7.093591665565408128e-04,2.772781850194594401e-04
-4.360000000000000000e+02,3.274680902102214842e-04,-5.358711231760744220e-04,6.693549172771482694e-04,-9.221144256964057800e-04,4.611625413851104483e-04
-4.350000000000000000e+02,3.188054068847170756e-04,-4.881052530469127048e-04,6.162648379015765124e-04,-7.080087640221181290e-04,2.610437722827373000e-04
-4.340000000000000000e+02,3.097563863395940580e-04,-4.380676498531491493e-04,5.193496525742082167e-04,-2.318254383808296133e-04,-1.592129506798234579e-04
-4.330000000000000000e+02,3.003262713058381037e-04,-3.861167250827952794e-04,3.838125049674167622e-04,1.521220863732603013e-04,-4.501441375637198878e-04
-4.320000000000000000e+02,2.905207199444625565e-04,-3.326283619413678417e-04,2.183875451779421055e-04,1.909817431703297256e-04,-3.672616463513665459e-04
-4.310000000000000000e+02,2.803458040080917526e-04,-2.779927217667410642e-04,3.458624586789967243e-05,-6.046049697477450506e-05,2.352116886552415778e-05
-4.300000000000000000e+02,2.698080065867906993e-04,-2.226108958409790737e-04,-1.543217988887144202e-04,-2.910640633447266574e-04,3.981887514876294521e-04
-4.290000000000000000e+02,2.589142194369363492e-04,-1.668914314645928798e-04,-3.345009358682621715e-04,-2.007765714298096697e-04,4.432547193257283988e-04
-4.280000000000000000e+02,2.476717398923071250e-04,-1.112467625509271454e-04,-4.928047158343010214e-04,2.383480448856634256e-04,1.180316936072576026e-04
-4.270000000000000000e+02,2.360882673569814636e-04,-5.608957612937147570e-05,-6.179777960968241193e-04,7.468389341259919385e-04,-3.088598292567776987e-04
-4.260000000000000000e+02,2.241718993800250772e-04,-1.829147003213298485e-06,-7.016918599292544870e-04,9.606791211648824710e-04,-4.813300136124397627e-04
-4.250000000000000000e+02,2.119311273123652137e-04,5.113232661890996220e-05,-7.393174390248444423e-04,7.290813562102505538e-04,-2.528273711166813416e-04
-4.240000000000000000e+02,1.993748315466371769e-04,1.024033534175977742e-04,-7.303573421689826557e-04,2.393856462834693401e-04,1.891935109212783102e-04
-4.230000000000000000e+02,1.865122763412189295e-04,1.516067120983259013e-04,-6.784983746354903084e-04,-1.366274958163704958e-04,4.770068820123159734e-04
-4.220000000000000000e+02,1.733531042300631708e-04,1.983829145978627619e-04,-5.912733448704139260e-04,-1.489736252122814944e-04,3.685109512547694605e-04
-4.210000000000000000e+02,1.599073300203699311e-04,2.423935372049577724e-04,-4.793617333654293447e-04,1.262193373776391507e-04,-4.915847123753750266e-05
-4.200000000000000000e+02,1.461853343805260728e-04,2.833243883487893784e-04,-3.555914495002177999e-04,3.555914495002283167e-04,-4.295097227293259950e-04
-4.190000000000000000e+02,1.321978570211850793e-04,3.208884830091783026e-04,-2.337326188487980842e-04,2.347600459966534350e-04,-4.541137671782187056e-04
-4.180000000000000000e+02,1.179559894727472179e-04,3.548287951853449371e-04,-1.271946080505700883e-04,-2.464263193469733463e-04,-9.916385726054869330e-05
-4.170000000000000000e+02,1.034711674629431021e-04,3.849207616141894338e-04,-4.774753635431133562e-05,-7.825839519686896397e-04,3.419395592458684529e-04
-4.160000000000000000e+02,8.875516289860293172e-05,4.109745119410442840e-04,-4.388310436701436598e-06,-9.964231569809614032e-04,5.010817925780154886e-04
-4.150000000000000000e+02,7.382007545614036753e-05,4.328368027998557546e-04,-2.458763763125439671e-06,-7.468103684595776143e-04,2.426122539667069995e-04
-4.140000000000000000e+02,5.867832378566467823e-05,4.503926357374441131e-04,-4.310084722758693223e-05,-2.448698676674224920e-04,-2.211002446280993332e-04
-4.130000000000000000e+02,4.334263633407181289e-05,4.635665415974662019e-04,-1.231030296550525058e-04,1.203079439151533950e-04,-5.041140921916389310e-04
-4.120000000000000000e+02,2.782604179283871513e-05,4.723235168415508643e-04,-2.351559316842529346e-04,1.031107649322104080e-04,-3.681043918823470595e-04
-4.110000000000000000e+02,1.214185917668301337e-05,4.766696003034477246e-04,-3.684970669001703188e-04,-1.972999780137682339e-04,7.698558543380784526e-05
-4.100000000000000000e+02,-3.696312460372660582e-06,4.766520820211195947e-04,-5.098879507981520084e-04,-4.247982674256268847e-04,4.617304486630320051e-04
-4.090000000000000000e+02,-1.967460466456911851e-05,4.723593390440968291e-04,-6.448352005745133396e-04,-2.716695619831889248e-04,4.638200281781745707e-04
-4.080000000000000000e+02,-3.577889057028665296e-05,4.639202964407576190e-04,-7.589435918192635050e-04,2.527666562873101671e-04,7.803552966148236505e-05
-4.070000000000000000e+02,-5.199479622848058626e-05,4.515035151029250663e-04,-8.392756474908298365e-04,8.162764796134674332e-04,-3.765095509970820768e-04
-4.060000000000000000e+02,-6.830771226756781071e-05,4.353159113333736493e-04,-8.755905559108883782e-04,1.028884904441584435e-03,-5.203025475965018277e-04
-4.050000000000000000e+02,-8.470280587824879329e-05,4.156011165748990741e-04,-8.613453196444065523e-04,7.607176499185093650e-04,-2.302706409707530664e-04
-4.040000000000000000e+02,-1.011650331134083077e-04,3.926374889670493471e-04,-7.943621885033217388e-04,2.479224463517293699e-04,2.549672862979513160e-04
-4.030000000000000000e+02,-1.176791514938342240e-04,3.667357916678432375e-04,-6.770967490999111943e-04,-1.033370920507955377e-04,5.313772009766977184e-04
-4.020000000000000000e+02,-1.342297329101562354e-04,3.382365560229122882e-04,-5.164777773541087040e-04,-5.343242795727081666e-05,3.659033821986234407e-04
-4.010000000000000000e+02,-1.508011768110258577e-04,3.075071506740463144e-04,-3.233297311445209243e-04,2.737000976491940542e-04,-1.070763403676936273e-04
-4.000000000000000000e+02,-1.673777236672386757e-04,2.749385805448163918e-04,-1.114278752889841711e-04,4.986651958602102358e-04,-4.947981774488037672e-04
-3.990000000000000000e+02,-1.839434687011282804e-04,2.409420422955645775e-04,1.037291743872897741e-04,3.115092979783107155e-04,-4.722370459600367461e-04
-3.980000000000000000e+02,-2.004823758702501356e-04,2.059452652780236089e-04,3.063175206118250410e-04,-2.572411295652343136e-04,-5.453928045436418033e-05
-3.970000000000000000e+02,-2.169782920940224941e-04,1.703886692171604697e-04,4.816277452591419305e-04,-8.475968686523110453e-04,4.125587462700311121e-04
-3.960000000000000000e+02,-2.334149617117051297e-04,1.347213717826658511e-04,6.174123865993197402e-04,-1.057589814133676545e-03,5.388710174633959751e-04
-3.950000000000000000e+02,-2.497760411597581666e-04,9.939708086494788660e-05,7.050145905931184736e-04,-7.703065793503913444e-04,2.156709490520831237e-04
-3.940000000000000000e+02,-2.660451138563438593e-04,6.486990772324469231e-05,7.401707265484856095e-04,-2.481681899690005451e-04,-2.908273304463859245e-04
-3.930000000000000000e+02,-2.822057052804235805e-04,3.159013821160938087e-05,7.234092906584003958e-04,8.590837594581911740e-05,-5.587020995354053136e-04
-3.920000000000000000e+02,-2.982412982326524743e-04,-4.878909776184769953e-19,6.600054841000528713e-04,-1.642566291315539218e-17,-3.617641858673834834e-04
-3.910000000000000000e+02,-3.141353482649688928e-04,-2.947053591688283914e-05,5.594920467241302911e-04,-3.553912831769257420e-04,1.395051206346471285e-04
-3.900000000000000000e+02,-3.298712992655479710e-04,-5.640788109722742272e-05,4.347684370271924113e-04,-5.771448887997537684e-04,5.286556321353367508e-04
-3.890000000000000000e+02,-3.454325991855087272e-04,-8.041884490302966208e-05,3.008883942526533340e-04,-3.542593602477666194e-04,4.792224100836517289e-04
-3.880000000000000000e+02,-3.608027158935630369e-04,-1.011345017694784089e-04,1.736367176467738371e-04,2.597353602814305362e-04,2.856513973483705218e-05
-3.870000000000000000e+02,-3.759651531445339697e-04,-1.182138741394231059e-04,6.802680569430055810e-05,8.762253353101978007e-04,-4.500731137205413374e-04
-3.860000000000000000e+02,-3.909034666474844964e-04,-1.313473960478512810e-04,-3.140913550378466278e-06,1.082051608702316089e-03,-5.566598324566018451e-04
-3.850000000000000000e+02,-4.056012802189694019e-04,-1.402601240074965072e-04,-3.052397399469952873e-05,7.750626813943460851e-04,-1.986773031731805931e-04
-3.840000000000000000e+02,-4.200423020067658151e-04,-1.447146638285310414e-04,-9.167776436563726886e-06,2.452127102896615833e-04,3.287120319821990001e-04
-3.830000000000000000e+02,-4.342103407692275924e-04,-1.445137842877895285e-04,6.096968015800675791e-05,-6.823465991785356878e-05,5.859891048168639318e-04
-3.820000000000000000e+02,-4.480893221952732134e-04,-1.395026911280111649e-04,1.749512205489950410e-04,5.710333624747460524e-05,3.555374565268147320e-04
-3.810000000000000000e+02,-4.616633052498371947e-04,-1.295709376947504817e-04,3.232626464666061000e-04,4.423189811356494257e-04,-1.743473846576678763e-04
-3.800000000000000000e+02,-4.749164985295091556e-04,-1.146539515844314117e-04,4.926504223605122001e-04,6.601611781107020061e-04,-5.632411503572736389e-04
-3.790000000000000000e+02,-4.878332766129383547e-04,-9.473415995623132987e-05,6.673206243769467388e-04,3.998741921923333240e-04,-4.846273800001103783e-04
-3.780000000000000000e+02,-5.003981963904680043e-04,-6.984169962520408136e-05,8.303903855376864891e-04,-2.601504895220355454e-04,2.115173831496299743e-17
-3.770000000000000000e+02,-5.125960133573947627e-04,-4.005470167473999202e-05,9.654584314054421700e-04,-9.018436888168551626e-04,4.890359724435477473e-04
-3.760000000000000000e+02,-5.244116978551317722e-04,-5.499144071886537602e-06,1.058148914947541850e-03,-1.101773348654363311e-03,5.735352756338398797e-04
-3.750000000000000000e+02,-5.358304512445152216e-04,3.365173039351085707e-05,1.097483896617987981e-03,-7.744540865312139928e-04,1.791489107642302682e-04
-3.740000000000000000e+02,-5.468377219954147304e-04,7.717842962917285336e-05,1.076954492410995418e-03,-2.386426933600996510e-04,-3.686525066846537812e-04
-3.730000000000000000e+02,-5.574192216767975480e-04,1.248166560842080990e-04,9.951876792315341065e-04,5.054779102033643383e-05,-6.131329046592810372e-04
-3.720000000000000000e+02,-5.675609408313435442e-04,1.762591698724011468e-04,8.561425931045337509e-04,-1.177731743185535143e-04,-3.470676478270378392e-04
-3.710000000000000000e+02,-5.772491647187236348e-04,2.311580582698022574e-04,6.688135254190828976e-04,-5.344027337536869440e-04,2.116803147835254239e-04
-3.700000000000000000e+02,-5.864704889116394322e-04,2.891273949022119222e-04,4.464627189759883463e-04,-7.476084713777108193e-04,5.984888464111500373e-04
-3.690000000000000000e+02,-5.952118347287571479e-04,3.497462682756592375e-04,2.054502199135673434e-04,-4.482810525658118645e-04,4.882963991053424586e-04
-3.680000000000000000e+02,-6.034604644887014068e-04,4.125621557911937458e-04,-3.623369132488632460e-05,2.584051360293770699e-04,-3.127313600698307746e-05
-3.670000000000000000e+02,-6.112039965693189794e-04,4.770946160572348037e-04,-2.605992189426047448e-04,9.241369848017029574e-04,-5.294283853470140369e-04
-3.660000000000000000e+02,-6.184304202564945346e-04,5.428392691999353852e-04,-4.513001956958628000e-04,1.116248314556432357e-03,-5.893569678040104075e-04
-3.650000000000000000e+02,-6.251281103668847620e-04,6.092720320044432616e-04,-5.951364170517139257e-04,7.679317683150215391e-04,-1.569392729008660587e-04
-3.640000000000000000e+02,-6.312858416290270886e-04,6.758535721255526851e-04,-6.832737265469112590e-04,2.280260488371837970e-04,4.106799472132018655e-04
-3.630000000000000000e+02,-6.368928028073953364e-04,7.420339433108135915e-04,-7.120655410646951162e-04,-3.309807100027647303e-05,6.400224715615533341e-04
-3.620000000000000000e+02,-6.419386105541021684e-04,8.072573616059919212e-04,-6.833957357591327088e-04,1.818847182290549472e-04,3.361922664781880087e-04
-3.610000000000000000e+02,-6.464133229730897661e-04,8.709670808824505287e-04,-6.045068551974671928e-04,6.315367193636537476e-04,-2.515836220755473173e-04
-3.600000000000000000e+02,-6.503074528818078267e-04,9.326103247562510289e-04,-4.873254317892868753e-04,8.393513550875871627e-04,-6.343287951727434896e-04
-3.590000000000000000e+02,-6.536119807555545828e-04,9.916432310741532530e-04,-3.473433374441009394e-04,4.993785617324610852e-04,-4.900664746069589243e-04
-3.580000000000000000e+02,-6.563183673398362023e-04,1.047535764633570699e-03,-2.021561546451293239e-04,-2.544373327344254514e-04,6.537609008582019750e-05
-3.570000000000000000e+02,-6.584185659163155693e-04,1.099776553689919010e-03,-6.979254907338804624e-05,-9.427950700199520372e-04,5.712296313197366433e-04
-3.560000000000000000e+02,-6.599050342081273432e-04,1.147877606090132565e-03,3.301061069260221139e-05,-1.124960639837361198e-03,6.039774572627538193e-04
-3.550000000000000000e+02,-6.607707459105772053e-04,1.191378861556418537e-03,9.242616324051317403e-05,-7.549294791357923431e-04,1.318952002494379187e-04
-3.540000000000000000e+02,-6.610092018334867182e-04,1.229852537726872173e-03,9.889491512221886688e-05,-2.129118776895333920e-04,-4.548263733260710377e-04
-3.530000000000000000e+02,-6.606144406417109594e-04,1.262907229033215749e-03,4.809447726750290704e-05,1.615366859441841503e-05,-6.665409342534262200e-04
-3.520000000000000000e+02,-6.595810491806265979e-04,1.290191719350773820e-03,-5.857584523815426245e-05,-2.492938890720082751e-04,-3.227409358599845767e-04
-3.510000000000000000e+02,-6.579041723736847244e-04,1.311398471578596346e-03,-2.140442143638865446e-04,-7.335906182495247107e-04,2.941405334084996339e-04
-3.500000000000000000e+02,-6.555795226794274011e-04,1.326266759881618556e-03,-4.061500627639998682e-04,-9.352244116403857482e-04,6.706872372021945158e-04
-3.490000000000000000e+02,-6.526033890956777416e-04,1.334585413231816498e-03,-6.187131069434349123e-04,-5.530353108925305846e-04,4.897663936998266319e-04
-3.480000000000000000e+02,-6.489726456989565895e-04,1.336195142098386534e-03,-8.329922747025036468e-04,2.482064390105929086e-04,-1.024366607075192739e-04
-3.470000000000000000e+02,-6.446847597075127962e-04,1.330990423631724312e-03,-1.029401878105134279e-03,9.575139812926560792e-04,-6.144177671117332078e-04
-3.460000000000000000e+02,-6.397377990567279342e-04,1.318920924433639782e-03,-1.189327051355388264e-03,1.127385617244909327e-03,-6.172416912664329108e-04
-3.450000000000000000e+02,-6.341304394760062611e-04,1.299992443975201686e-03,-1.296869700424149643e-03,7.348632907160873671e-04,-1.038555947911330680e-04
-3.440000000000000000e+02,-6.278619710566703607e-04,1.274267365880290192e-03,-1.340361118952929521e-03,1.928301850211645765e-04,5.011255391081452211e-04
-3.430000000000000000e+02,-6.209323043007519520e-04,1.241864608601504771e-03,-1.313497698121151875e-03,2.168404344971008868e-19,6.925653938203987304e-04
-3.420000000000000000e+02,-6.133419756410074314e-04,1.202959071438310535e-03,-1.215990042484279892e-03,3.198387161308969022e-04,3.065342305560797781e-04
-3.410000000000000000e+02,-6.050921524228735845e-04,1.157780576346291185e-03,-1.053660256237392082e-03,8.404108269477074530e-04,-3.394389946337327555e-04
-3.400000000000000000e+02,-5.961846373395391458e-04,1.106612310521541513e-03,-8.379731258731838326e-04,1.035032256960190288e-03,-7.074868042690088225e-04
-3.390000000000000000e+02,-5.866218723117314808e-04,1.049788779275023700e-03,-5.850396908814660575e-04,6.090885238625689179e-04,-4.872157399443950796e-04
-3.380000000000000000e+02,-5.764069418042887553e-04,9.876932831974453032e-04,-3.141813471788697113e-04,-2.396950292326231052e-04,1.425900350183362958e-04
-3.370000000000000000e+02,-5.655435755720283550e-04,9.207549380151925115e-04,-4.618449739783516295e-05,-9.679971574021028081e-04,6.589702923567738145e-04
-3.360000000000000000e+02,-5.540361508279196450e-04,8.494452598117989157e-04,1.985941381801236100e-04,-1.122989588189792463e-03,6.289863410257894201e-04
-3.350000000000000000e+02,-5.418896938270359063e-04,7.742743423978380897e-04,4.020960288379792124e-04,-7.071306268551115883e-04,7.264994944633019255e-05
-3.340000000000000000e+02,-5.291098808602665016e-04,6.957866575166457264e-04,5.502284980997120207e-04,-1.672912494846215143e-04,-5.496140252714697312e-04
-3.330000000000000000e+02,-5.157030386522549591e-04,6.145565122370351668e-04,6.341740829557026811e-04,-1.506088839096605177e-05,-7.179666681495168370e-04
-3.320000000000000000e+02,-5.016761441585533120e-04,5.311832012721528747e-04,6.512162022670307414e-04,-3.933410263325468341e-04,-2.873822330480834699e-04
-3.310000000000000000e+02,-4.870368237574937398e-04,4.462858950429559701e-04,6.049998442588944017e-04,-9.518220469897364922e-04,3.875731314453799143e-04
-3.300000000000000000e+02,-4.717933518328093880e-04,3.604983070451071706e-04,5.051980840385051014e-04,-1.138549803669686123e-03,7.446467644188832936e-04
-3.290000000000000000e+02,-4.559546487435560598e-04,2.744631864517612209e-04,3.666105513561359469e-04,-6.673427544166775881e-04,4.822236653523365342e-04
-3.280000000000000000e+02,-4.395302781784423459e-04,1.888266838672306505e-04,2.077733446263032072e-04,2.289107629381182014e-04,-1.859805132532097133e-04
-3.270000000000000000e+02,-4.225304438922015417e-04,1.042326397165544154e-04,4.920632102683471622e-05,9.739564175517132546e-04,-7.048649344029008987e-04
-3.260000000000000000e+02,-4.049659858222206458e-04,2.131684589586757680e-05,-8.854122154736278989e-05,1.111229306873500388e-03,-6.390389453997845836e-04
-3.250000000000000000e+02,-3.868483755841513653e-04,-5.929866799597944063e-05,-1.868651025201117379e-04,6.711086524606646106e-04,-3.809650636042201258e-05
-3.240000000000000000e+02,-3.681897113458364504e-04,-1.370112722829210160e-04,-2.309161093963594397e-04,1.357845416759969302e-04,6.003325513491199758e-04
-3.230000000000000000e+02,-3.490027120794126367e-04,-2.112432473522083331e-04,-2.110738786607123212e-04,2.871089342209535294e-05,7.426089446702379381e-04
-3.220000000000000000e+02,-3.293007111920552609e-04,-2.814471156501630478e-04,-1.239433737867840250e-04,4.696084485011678389e-04,2.650827521278344948e-04
-3.210000000000000000e+02,-3.090976495363590912e-04,-3.471107460164857576e-04,2.722413683193224132e-05,1.067629278390380687e-03,-4.386450196694681339e-04
-3.200000000000000000e+02,-2.884080678019673629e-04,-4.077621824381664518e-04,2.327307829280979528e-04,1.245522752909534406e-03,-7.820832855974984904e-04
-3.190000000000000000e+02,-2.672470982906022447e-04,-4.629741513462225038e-04,4.772400185392211883e-04,7.275685940392850447e-04,-4.745873629416814303e-04
-3.180000000000000000e+02,-2.456304560772678484e-04,-5.123682040506466299e-04,7.411232970380135423e-04,-2.158882478457599646e-04,2.327636109356609820e-04
-3.170000000000000000e+02,-2.235744295609275840e-04,-5.556184537928838228e-04,1.002224963051941923e-03,-9.751126535065265466e-04,7.520805738083960034e-04
-3.160000000000000000e+02,-2.010958704085765521e-04,-5.924548701686186553e-04,1.237884559633767572e-03,-1.091550649068436310e-03,6.472168300118641892e-04
-3.150000000000000000e+02,-1.782121828972107710e-04,-6.226660973107893274e-04,1.427030133299467089e-03,-6.261518530914663132e-04,-7.816600490044139556e-19
-3.140000000000000000e+02,-1.549413126587362961e-04,-6.461017661943207167e-04,1.552147689993838356e-03,-9.777705980973004033e-05,-6.533275513310512215e-04
-3.130000000000000000e+02,-1.313017348334886091e-04,-6.626742756973191730e-04,1.600941661124669155e-03,-4.061633408071767173e-05,-7.663493165131437558e-04
-3.120000000000000000e+02,-1.073124416385722485e-04,-6.723600215929901929e-04,1.567528343619698341e-03,-5.484367528421584242e-04,-2.394191275459774614e-04
-3.110000000000000000e+02,-8.299292935784408022e-05,-6.752000574138843428e-04,1.453046411349244319e-03,-1.187620254318273597e-03,4.927668297407577147e-04
-3.100000000000000000e+02,-5.836318476088725037e-05,-6.713001760847753414e-04,1.265621960045051463e-03,-1.355668315943891252e-03,8.197097167445025704e-04
-3.090000000000000000e+02,-3.344367095894300556e-05,-6.608304063196081138e-04,1.019685261364896515e-03,-7.895013547511938769e-04,4.640901706648483120e-04
-3.080000000000000000e+02,-8.255312706293256047e-06,-6.440239229773790652e-04,7.346969420143733675e-04,2.006909145298784803e-04,-2.831086208605795417e-04
-3.070000000000000000e+02,1.718051884380940937e-05,-6.211753758256910582e-04,4.333970196306875084e-04,9.711961741685059147e-04,-8.005983368173118014e-04
-3.060000000000000000e+02,4.284202191906425459e-05,-5.926386464226685805e-04,1.397358649836422649e-04,1.063386507107828101e-03,-6.533257475878660259e-04
-3.050000000000000000e+02,6.870698043369218868e-05,-5.588240480507309033e-04,-1.233226410468741489e-04,5.715886009349626425e-04,4.185110772895018707e-05
-3.040000000000000000e+02,9.475278080894295016e-05,-5.201949887724542946e-04,-3.359217798444120670e-04,5.271092016971708986e-05,7.086530676382062945e-04
-3.030000000000000000e+02,1.209564292972486002e-04,-4.772641226825247596e-04,-4.831577514561813066e-04,5.042827389489042307e-05,7.890371709465670430e-04
-3.020000000000000000e+02,1.472945697982533289e-04,-4.305890192547552273e-04,-5.564756282585971246e-04,6.296125518270162535e-04,2.101575258880828236e-04
-3.010000000000000000e+02,1.737435021543699994e-04,-3.807673852843539630e-04,-5.544810517226550278e-04,1.311568361957042832e-03,-5.500634271044038681e-04
-3.000000000000000000e+02,2.002792009130397160e-04,-3.284318782600544311e-04,-4.830866021927468154e-04,1.468676164713781165e-03,-8.574368851740197433e-04
-2.990000000000000000e+02,2.268773345423182486e-04,-2.742445540271063495e-04,-3.549732397391422390e-04,8.528396788166488175e-04,-4.504992195927184505e-04
-2.980000000000000000e+02,2.535132850859686364e-04,-2.188909952815937265e-04,-1.884110971647737134e-04,-1.834129311564201565e-04,3.372017385168189600e-04
-2.970000000000000000e+02,2.801621682436944536e-04,-1.630741707332237871e-04,-5.544255370565378508e-06,-9.619466304187379189e-04,8.504028882788326445e-04
-2.960000000000000000e+02,3.067988538617100690e-04,-1.075080776544913184e-04,1.697047285614650776e-04,-1.026153675858941646e-03,6.571581710902578725e-04
-2.950000000000000000e+02,3.333979868183327032e-04,-5.291122296950277401e-05,3.139177074477753114e-04,-5.067164534377758709e-04,-8.768801785882941030e-05
-2.940000000000000000e+02,3.599340082888745915e-04,-8.131516293641283255e-19,4.064390249026139635e-04,9.540979117872439019e-18,-7.663730331914972828e-04
-2.930000000000000000e+02,3.863811773736165940e-04,5.051798054275585467e-05,4.313968434506918457e-04,-5.778261057247944046e-05,-8.105133907945848539e-04
-2.920000000000000000e+02,4.127135930722438122e-04,9.795054577107321437e-05,3.792958650488124006e-04,-7.129163967700764999e-04,-1.770436071220529814e-04
-2.910000000000000000e+02,4.389052165876695250e-04,1.416275420531393171e-04,2.480278152538938552e-04,-1.439236106431314270e-03,6.106755325366114645e-04
-2.900000000000000000e+02,4.649298939418046342e-04,1.809072827748151274e-04,4.319902281629101580e-05,-1.584209608499775358e-03,8.951734089668644725e-04
-2.890000000000000000e+02,4.907613788853912003e-04,2.151828031737983713e-04,-2.222626869276383955e-04,-9.172440107432075409e-04,4.335625156116564190e-04
-2.880000000000000000e+02,5.163733560836690452e-04,2.438878641574681629e-04,-5.291925361886285969e-04,1.641811990146332836e-04,-3.952498830671419489e-04
-2.870000000000000000e+02,5.417394645592396672e-04,2.665026487145339719e-04,-8.538705789836748689e-04,9.471124336152962923e-04,-9.014839679053950625e-04
-2.860000000000000000e+02,5.668333213731849935e-04,2.825590967493264759e-04,-1.170149751747688940e-03,9.792484861659684313e-04,-6.584911525407909604e-04
-2.850000000000000000e+02,5.916285455251127888e-04,2.916458268913419555e-04,-1.451835998347137009e-03,4.307958656210740447e-04,1.377657603096083287e-04
-2.840000000000000000e+02,6.160987820525099185e-04,2.934125970416091335e-04,-1.675100788440701512e-03,-6.097462159366682719e-05,8.265640309402492872e-04
-2.830000000000000000e+02,6.402177263094457459e-04,2.875742590875741706e-04,-1.820701142560697495e-03,6.229983834746418390e-05,8.306093188162133947e-04
-2.820000000000000000e+02,6.639591484044164585e-04,2.739141673208004375e-04,-1.875798038995963278e-03,7.981263157201599987e-04,1.397984075505863562e-04
-2.810000000000000000e+02,6.872969177768024733e-04,2.522870045944324924e-04,-1.835199537584316504e-03,1.570379191014109263e-03,-6.747635758010279419e-04
-2.800000000000000000e+02,7.102050278911894608e-04,2.226209951234117126e-04,-1.701906991853132604e-03,1.701906991853127833e-03,-9.328260230145966198e-04
-2.790000000000000000e+02,7.326576210285226090e-04,1.849194780199198401e-04,-1.486906632223901781e-03,9.823348458245146665e-04,-4.130053126490554425e-04
-2.780000000000000000e+02,7.546290131528868078e-04,1.392618211260795730e-04,-1.208218732437328505e-03,-1.431574855475897497e-04,4.574853837059518198e-04
-2.770000000000000000e+02,7.760937188324562846e-04,8.580366040948129731e-05,-8.892860427094865378e-04,-9.264495618327168308e-04,9.538382253002657867e-04
-2.760000000000000000e+02,7.970264761929981689e-04,2.477645607583574272e-05,-5.568456897165337087e-04,-9.220408782171399080e-04,6.570836356648397051e-04
-2.750000000000000000e+02,8.174022718821149711e-04,-4.351363742372601345e-05,-2.384783949849529237e-04,-3.430419107522597252e-04,-1.923683287211763087e-04
-2.740000000000000000e+02,8.371963660223023232e-04,-1.186875842079597020e-04,3.993911644859231714e-05,1.308707480443679298e-04,-8.893186463073028680e-04
-2.730000000000000000e+02,8.563843171307183519e-04,-2.002959531870291635e-04,2.566414215155099401e-04,-6.358436466539433684e-05,-8.491454207938047916e-04
-2.720000000000000000e+02,8.749420069834847264e-04,-2.878220621662368629e-04,3.960151492072850861e-04,-8.850218539972431976e-04,-9.811324002728972495e-05
-2.710000000000000000e+02,8.928456654022120294e-04,-3.806857582809501477e-04,4.500789868902255967e-04,-1.704751309302661834e-03,7.425124152911743557e-04
-2.700000000000000000e+02,9.100718949404052382e-04,-4.782478073198263911e-04,4.192593020707629397e-04,-1.821383306968685049e-03,9.702999172773431541e-04
-2.690000000000000000e+02,9.265976954473103405e-04,-5.798148587902803193e-04,3.123822114044781163e-04,-1.047690641808303978e-03,3.885255937467957865e-04
-2.680000000000000000e+02,9.424004884867581266e-04,-6.846449481183786070e-04,1.458754387468352582e-04,1.205407725003146196e-04,-5.241717516155293974e-04
-2.670000000000000000e+02,9.574581415885192364e-04,-7.919534922057182118e-04,-5.775284527212777607e-05,8.997196218766316750e-04,-1.007471425987304910e-03
-2.660000000000000000e+02,9.717489923097134916e-04,-9.009197297372235815e-04,-2.720227067233119979e-04,8.538665215175680629e-04,-6.526730773667460293e-04
-2.650000000000000000e+02,9.852518720838208781e-04,-1.010693553192199305e-03,-4.689868427629747074e-04,2.426134884472399872e-04,2.518150354241130927e-04
-2.640000000000000000e+02,9.979461298348971630e-04,-1.120402675499682392e-03,-6.218999269357683522e-04,-2.103930904369624060e-04,9.547495630375158783e-04
-2.630000000000000000e+02,1.009811655334648525e-03,-1.229160070737653340e-03,-7.078043799065780132e-04,6.122323130885087752e-05,8.659295640007319507e-04
